<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.05.27	09:00:00	106363	106461	105989	106289	87123	228814	1
2020.05.27	09:15:00	106289	106730	106265	106583	88956	241754	1
2020.05.27	09:30:00	106583	106804	106485	106786	73273	201250	1
2020.05.27	09:45:00	106786	106816	106246	106277	122585	346507	1
2020.05.27	10:00:00	106277	106589	106032	106412	127535	370532	1
2020.05.27	10:15:00	106412	106835	106160	106357	146586	433021	1
2020.05.27	10:30:00	106363	106779	106020	106259	163096	537776	1
2020.05.27	10:45:00	106252	106283	105872	106081	125138	406721	1
2020.05.27	11:00:00	106081	106479	105879	106473	120114	373484	1
2020.05.27	11:15:00	106473	106553	106283	106381	93273	300630	1
2020.05.27	11:30:00	106387	106387	105670	105854	130835	422099	1
2020.05.27	11:45:00	105854	105885	105419	105633	123159	401476	1
2020.05.27	12:00:00	105633	105977	105554	105879	86108	259455	1
2020.05.27	12:15:00	105872	106185	105750	106173	75657	243712	1
2020.05.27	12:30:00	106179	106320	105682	105915	101932	339313	1
2020.05.27	12:45:00	105915	106424	105897	106424	75484	245300	1
2020.05.27	13:00:00	106424	106614	106387	106498	62497	206056	1
2020.05.27	13:15:00	106491	106534	106363	106436	46652	159658	1
2020.05.27	13:30:00	106436	106694	106400	106571	47910	162054	1
2020.05.27	13:45:00	106571	106632	106455	106467	41367	150122	1
2020.05.27	14:00:00	106473	106663	106283	106442	72952	253426	1
2020.05.27	14:15:00	106449	106485	106301	106369	43649	150872	1
2020.05.27	14:30:00	106369	106957	106246	106914	96613	335828	1
2020.05.27	14:45:00	106914	107049	106804	106829	75845	244624	1
2020.05.27	15:00:00	106822	107123	106786	107104	81453	299931	1
2020.05.27	15:15:00	107104	107448	107086	107349	98363	359271	1
2020.05.27	15:30:00	107343	107497	107258	107417	58135	225811	1
2020.05.27	15:45:00	107423	107472	107245	107386	58795	230720	1
2020.05.27	16:00:00	107392	107595	107307	107527	55588	241847	1
2020.05.27	16:15:00	107533	107631	107405	107539	62219	254824	1
2020.05.27	16:30:00	107533	107748	107288	107637	94456	418895	1
2020.05.27	16:45:00	107637	108005	107637	107944	90446	346808	1
2020.05.27	17:00:00	107944	108024	107742	107926	51777	174069	1
2020.05.27	17:15:00	107926	107968	107809	107877	23401	81591	1
2020.05.27	17:30:00	107877	108158	107870	108091	37663	118658	1
2020.05.27	17:45:00	108091	108183	107846	107993	21624	69077	1
2020.05.28	09:00:00	107760	107846	106988	107178	116003	294708	1
2020.05.28	09:15:00	107184	107233	106865	106908	71991	174925	1
2020.05.28	09:30:00	106920	107117	106675	106908	115737	289417	1
2020.05.28	09:45:00	106908	107392	106859	107196	126932	346969	1
2020.05.28	10:00:00	107202	107515	106859	107092	148474	423612	1
2020.05.28	10:15:00	107098	107736	107061	107552	142156	387480	1
2020.05.28	10:30:00	107552	107637	106663	107055	201303	632232	1
2020.05.28	10:45:00	107049	107135	106829	106976	101009	321920	1
2020.05.28	11:00:00	106969	107239	106786	107061	116495	379557	1
2020.05.28	11:15:00	107068	107068	106602	106822	109735	372296	1
2020.05.28	11:30:00	106816	107025	106400	106957	127835	412298	1
2020.05.28	11:45:00	106957	107153	106878	107055	85816	281025	1
2020.05.28	12:00:00	107055	107313	106902	107282	116133	419559	1
2020.05.28	12:15:00	107288	107343	107129	107313	70457	227623	1
2020.05.28	12:30:00	107319	107386	107104	107196	66440	235233	1
2020.05.28	12:45:00	107196	107938	107172	107926	105469	372098	1
2020.05.28	13:00:00	107926	107987	107539	107674	83003	302794	1
2020.05.28	13:15:00	107674	107760	107521	107644	48476	147466	1
2020.05.28	13:30:00	107644	107932	107595	107754	70125	222269	1
2020.05.28	13:45:00	107754	108103	107711	107858	83040	268857	1
2020.05.28	14:00:00	107858	107932	107668	107840	65994	243102	1
2020.05.28	14:15:00	107846	107968	107699	107938	58190	183589	1
2020.05.28	14:30:00	107944	108024	107760	107840	49561	149983	1
2020.05.28	14:45:00	107834	108122	107613	107852	93359	298303	1
2020.05.28	15:00:00	107846	107889	107429	107546	85821	283124	1
2020.05.28	15:15:00	107546	107674	107337	107423	69381	222915	1
2020.05.28	15:30:00	107423	107711	107380	107484	68517	227676	1
2020.05.28	15:45:00	107484	107772	107386	107760	60312	200006	1
2020.05.28	16:00:00	107754	107772	107454	107699	67968	218439	1
2020.05.28	16:15:00	107705	107754	106957	107043	131002	449315	1
2020.05.28	16:30:00	107043	107251	106755	107049	110996	394129	1
2020.05.28	16:45:00	107049	107159	106252	106449	132370	493690	1
2020.05.28	17:00:00	106461	106884	106449	106706	59725	197961	1
2020.05.28	17:15:00	106712	106718	106516	106688	29035	95523	1
2020.05.28	17:30:00	106688	106767	106393	106412	36464	114867	1
2020.05.28	17:45:00	106406	106455	106142	106142	13732	51738	1
2020.05.29	09:00:00	106154	107031	106099	106902	98274	261329	1
2020.05.29	09:15:00	106896	107086	106847	106859	65558	177431	1
2020.05.29	09:30:00	106853	106896	106589	106730	92234	231344	1
2020.05.29	09:45:00	106730	106865	106510	106737	98881	285812	1
2020.05.29	10:00:00	106737	106816	106357	106583	114863	348215	1
2020.05.29	10:15:00	106577	106614	106044	106320	139132	438885	1
2020.05.29	10:30:00	106320	106418	105793	106357	147448	471250	1
2020.05.29	10:45:00	106357	106743	106081	106154	141518	451204	1
2020.05.29	11:00:00	106148	106277	105701	105891	122468	380233	1
2020.05.29	11:15:00	105897	106301	105597	105713	137271	406072	1
2020.05.29	11:30:00	105707	105805	105217	105339	117734	379015	1
2020.05.29	11:45:00	105333	105499	105131	105499	82085	272932	1
2020.05.29	12:00:00	105499	105676	105327	105486	79844	277572	1
2020.05.29	12:15:00	105486	105511	105266	105419	58909	212059	1
2020.05.29	12:30:00	105425	105768	105327	105431	76819	262807	1
2020.05.29	12:45:00	105431	105548	105321	105450	49005	163545	1
2020.05.29	13:00:00	105450	105597	105247	105486	55240	174435	1
2020.05.29	13:15:00	105486	105566	105272	105529	50009	165986	1
2020.05.29	13:30:00	105529	105646	105155	105260	60045	197547	1
2020.05.29	13:45:00	105260	105633	104634	105468	131434	436465	1
2020.05.29	14:00:00	105474	105609	105235	105315	64397	215634	1
2020.05.29	14:15:00	105327	105830	105315	105762	69782	226082	1
2020.05.29	14:30:00	105762	105854	105358	105413	63035	208497	1
2020.05.29	14:45:00	105407	105584	105302	105443	52756	175661	1
2020.05.29	15:00:00	105437	106130	105370	105891	111435	399370	1
2020.05.29	15:15:00	105891	106559	105866	106430	99051	341330	1
2020.05.29	15:30:00	106424	106479	105781	105934	70315	233547	1
2020.05.29	15:45:00	105934	106749	105082	106700	199470	671571	1
2020.05.29	16:00:00	106700	107215	106326	106412	126362	428433	1
2020.05.29	16:15:00	106412	106663	106069	106271	84319	267960	1
2020.05.29	16:30:00	106265	106455	106111	106369	62766	209362	1
2020.05.29	16:45:00	106369	106761	106265	106540	76717	261158	1
2020.05.29	17:00:00	106540	107086	106516	107025	65158	205436	1
2020.05.29	17:15:00	107031	107227	106896	106957	44781	145949	1
2020.05.29	17:30:00	106957	107239	106951	107080	33761	99734	1
2020.05.29	17:45:00	107086	107405	107074	107337	20724	64256	1
2020.06.01	09:00:00	107251	107368	106829	106890	77786	203232	1
2020.06.01	09:15:00	106884	106939	106516	106596	77114	208210	1
2020.06.01	09:30:00	106602	106779	106289	106375	93988	264021	1
2020.06.01	09:45:00	106369	106547	106332	106430	63730	179490	1
2020.06.01	10:00:00	106430	106614	106234	106583	94408	312042	1
2020.06.01	10:15:00	106583	107208	106510	107080	117119	374742	1
2020.06.01	10:30:00	107080	107736	106829	107601	176314	594537	1
2020.06.01	10:45:00	107601	107754	107331	107448	83585	275007	1
2020.06.01	11:00:00	107441	107895	107331	107742	111641	358197	1
2020.06.01	11:15:00	107742	107926	107662	107785	65195	211972	1
2020.06.01	11:30:00	107785	108005	107625	107981	81864	281403	1
2020.06.01	11:45:00	107981	108017	107717	107846	67933	228059	1
2020.06.01	12:00:00	107852	108048	107662	107968	75552	258268	1
2020.06.01	12:15:00	107968	108097	107846	108079	71949	265619	1
2020.06.01	12:30:00	108079	108428	107999	108367	76970	279964	1
2020.06.01	12:45:00	108367	108992	108330	108790	90495	335762	1
2020.06.01	13:00:00	108784	108875	108649	108698	32852	118047	1
2020.06.01	13:15:00	108692	108925	108673	108802	37507	138591	1
2020.06.01	13:30:00	108802	109053	108784	108949	54136	201337	1
2020.06.01	13:45:00	108943	109004	108624	108802	57333	199189	1
2020.06.01	14:00:00	108796	108869	108747	108808	34037	133602	1
2020.06.01	14:15:00	108814	109029	108771	108833	58642	211401	1
2020.06.01	14:30:00	108833	109139	108765	109065	65285	243173	1
2020.06.01	14:45:00	109065	109108	108661	108796	74945	271954	1
2020.06.01	15:00:00	108796	109114	108716	109065	81423	308777	1
2020.06.01	15:15:00	109072	109170	108869	109047	68512	282999	1
2020.06.01	15:30:00	109047	109084	108888	109023	41857	159167	1
2020.06.01	15:45:00	109029	109280	108967	109078	52955	202028	1
2020.06.01	16:00:00	109078	109213	108986	109078	56897	204544	1
2020.06.01	16:15:00	109084	109139	108918	108967	46083	164201	1
2020.06.01	16:30:00	108961	109108	108888	108943	53485	193248	1
2020.06.01	16:45:00	108943	108998	108777	108888	65566	237689	1
2020.06.01	17:00:00	108882	108943	108685	108918	55024	189489	1
2020.06.01	17:15:00	108918	108943	108753	108869	31415	108021	1
2020.06.01	17:30:00	108863	108949	108796	108918	27406	101750	1
2020.06.01	17:45:00	108912	109053	108869	108882	21067	79749	1
2020.06.02	09:00:00	109893	110003	109268	109574	85645	230736	1
2020.06.02	09:15:00	109574	109727	109513	109642	54372	161349	1
2020.06.02	09:30:00	109642	110058	109629	109991	92906	268966	1
2020.06.02	09:45:00	109991	110022	109832	109893	58863	178562	1
2020.06.02	10:00:00	109893	110071	109476	109874	162880	514482	1
2020.06.02	10:15:00	109874	110150	109832	109954	84836	276678	1
2020.06.02	10:30:00	109954	110120	109568	110113	143790	469758	1
2020.06.02	10:45:00	110120	110303	110083	110297	103155	348948	1
2020.06.02	11:00:00	110303	110598	110248	110340	112387	419534	1
2020.06.02	11:15:00	110334	110794	110285	110683	103612	365078	1
2020.06.02	11:30:00	110677	110996	110671	110818	90560	328442	1
2020.06.02	11:45:00	110818	111155	110726	111082	90607	310532	1
2020.06.02	12:00:00	111082	111161	110794	110806	95086	352528	1
2020.06.02	12:15:00	110806	110947	110739	110849	58264	208712	1
2020.06.02	12:30:00	110849	110935	110702	110904	52091	189034	1
2020.06.02	12:45:00	110904	110971	110647	110812	56694	200448	1
2020.06.02	13:00:00	110806	110873	110591	110812	60155	208514	1
2020.06.02	13:15:00	110818	110929	110726	110886	39342	143219	1
2020.06.02	13:30:00	110886	110990	110849	110941	37859	141646	1
2020.06.02	13:45:00	110947	110947	110726	110818	49714	176044	1
2020.06.02	14:00:00	110824	110984	110788	110904	49116	185874	1
2020.06.02	14:15:00	110910	110965	110708	110861	54899	207566	1
2020.06.02	14:30:00	110861	110941	110751	110837	37345	147266	1
2020.06.02	14:45:00	110831	110892	110708	110824	43688	162102	1
2020.06.02	15:00:00	110818	111027	110763	110886	70888	254440	1
2020.06.02	15:15:00	110886	111100	110873	110978	64932	236295	1
2020.06.02	15:30:00	110984	111051	110849	111039	49881	182130	1
2020.06.02	15:45:00	111045	111358	110996	111235	60428	224580	1
2020.06.02	16:00:00	111235	111296	111112	111229	48703	175446	1
2020.06.02	16:15:00	111223	111266	111045	111168	51044	186537	1
2020.06.02	16:30:00	111174	111327	111100	111260	44296	169809	1
2020.06.02	16:45:00	111266	111725	111241	111670	98241	396446	1
2020.06.02	17:00:00	111676	111964	111597	111823	63852	244549	1
2020.06.02	17:15:00	111823	112105	111823	112013	34603	137534	1
2020.06.02	17:30:00	112007	112124	111977	112044	22653	92463	1
2020.06.02	17:45:00	112038	112154	111983	112118	14563	64757	1
2020.06.03	09:00:00	112185	113043	112179	112976	110157	339333	1
2020.06.03	09:15:00	112969	113490	112963	113423	113985	382378	1
2020.06.03	09:30:00	113423	113717	113398	113576	83713	280687	1
2020.06.03	09:45:00	113570	113668	113337	113631	95940	298447	1
2020.06.03	10:00:00	113631	114459	113533	114354	162659	520064	1
2020.06.03	10:15:00	114361	114998	114024	114538	172194	551046	1
2020.06.03	10:30:00	114544	114882	114066	114097	146996	505144	1
2020.06.03	10:45:00	114091	114287	113889	114152	123441	440251	1
2020.06.03	11:00:00	114146	114587	114134	114293	112620	385692	1
2020.06.03	11:15:00	114293	114900	114207	114863	102034	340909	1
2020.06.03	11:30:00	114863	115016	114600	114882	100794	335269	1
2020.06.03	11:45:00	114882	114894	114269	114348	95366	349611	1
2020.06.03	12:00:00	114348	114569	114330	114483	58102	214669	1
2020.06.03	12:15:00	114477	114514	114158	114256	61653	223425	1
2020.06.03	12:30:00	114263	114649	114232	114587	70728	262389	1
2020.06.03	12:45:00	114587	114655	114293	114361	60357	228940	1
2020.06.03	13:00:00	114361	114544	114214	114397	59715	224912	1
2020.06.03	13:15:00	114397	114465	114226	114312	41063	169451	1
2020.06.03	13:30:00	114312	114446	114177	114312	47642	188242	1
2020.06.03	13:45:00	114305	114379	113754	113827	94714	360955	1
2020.06.03	14:00:00	113834	113883	113159	113325	121212	449787	1
2020.06.03	14:15:00	113319	113821	113294	113766	73756	251225	1
2020.06.03	14:30:00	113760	113803	113521	113711	70166	262529	1
2020.06.03	14:45:00	113711	113735	113484	113662	62196	239922	1
2020.06.03	15:00:00	113662	114244	113631	114103	95338	343512	1
2020.06.03	15:15:00	114103	114477	113962	114385	83380	302594	1
2020.06.03	15:30:00	114379	114385	114036	114287	75089	266164	1
2020.06.03	15:45:00	114281	114330	113895	114030	79309	296480	1
2020.06.03	16:00:00	114024	114195	113834	114060	68578	259829	1
2020.06.03	16:15:00	114060	114342	113944	114263	63689	240868	1
2020.06.03	16:30:00	114269	114305	114042	114165	42713	163699	1
2020.06.03	16:45:00	114171	114256	114066	114085	38425	155248	1
2020.06.03	17:00:00	114085	114097	113735	113791	58610	213051	1
2020.06.03	17:15:00	113791	113925	113595	113644	39466	145940	1
2020.06.03	17:30:00	113644	113686	113294	113674	51603	189021	1
2020.06.03	17:45:00	113668	113895	113515	113588	21800	77189	1
2020.06.04	09:00:00	112902	113956	112871	113588	151934	403366	1
2020.06.04	09:15:00	113582	114054	113331	114024	117275	327832	1
2020.06.04	09:30:00	114030	114122	112730	112902	223507	634908	1
2020.06.04	09:45:00	112902	113331	112792	113092	120161	347570	1
2020.06.04	10:00:00	113086	113876	113055	113368	179910	538089	1
2020.06.04	10:15:00	113368	113956	113331	113791	116378	353604	1
2020.06.04	10:30:00	113791	114348	113411	113429	186767	615263	1
2020.06.04	10:45:00	113429	114177	113239	113460	157229	497597	1
2020.06.04	11:00:00	113460	113803	113337	113650	103985	336082	1
2020.06.04	11:15:00	113650	114103	113625	114024	92153	298982	1
2020.06.04	11:30:00	114024	114232	113962	114195	67423	226253	1
2020.06.04	11:45:00	114195	114544	114066	114324	97037	326888	1
2020.06.04	12:00:00	114318	114661	113932	114011	118252	401853	1
2020.06.04	12:15:00	114005	114201	113858	114097	87800	284472	1
2020.06.04	12:30:00	114091	114397	114066	114281	74361	238958	1
2020.06.04	12:45:00	114281	114348	114054	114183	48204	166985	1
2020.06.04	13:00:00	114189	114330	114097	114115	47603	166060	1
2020.06.04	13:15:00	114115	114465	114048	114354	62553	209162	1
2020.06.04	13:30:00	114361	114373	113962	114269	71883	240977	1
2020.06.04	13:45:00	114263	114324	114030	114183	55211	194828	1
2020.06.04	14:00:00	114183	114287	113907	114085	59640	218511	1
2020.06.04	14:15:00	114085	114404	114036	114281	54743	192230	1
2020.06.04	14:30:00	114281	114943	114256	114875	95446	353321	1
2020.06.04	14:45:00	114869	115439	114796	115090	116638	429553	1
2020.06.04	15:00:00	115090	115550	115023	115108	99043	359262	1
2020.06.04	15:15:00	115108	115219	114931	115041	60407	219146	1
2020.06.04	15:30:00	115041	115188	114820	115072	71743	261279	1
2020.06.04	15:45:00	115072	115304	114716	114734	82687	305343	1
2020.06.04	16:00:00	114728	115151	114508	114551	96671	358836	1
2020.06.04	16:15:00	114557	114722	114361	114698	79509	293748	1
2020.06.04	16:30:00	114698	114973	114636	114912	67372	248012	1
2020.06.04	16:45:00	114906	115084	114728	115053	68654	259378	1
2020.06.04	17:00:00	115059	115243	114918	115102	49064	170195	1
2020.06.04	17:15:00	115102	115145	114943	115114	22887	81766	1
2020.06.04	17:30:00	115114	115476	115059	115390	37119	128026	1
2020.06.04	17:45:00	115396	115513	114992	114992	22694	84123	1
2020.06.05	09:00:00	116990	117186	116506	116953	100002	294992	1
2020.06.05	09:15:00	116953	117302	116536	116720	116631	314648	1
2020.06.05	09:30:00	116720	118651	116640	118497	237955	635232	1
2020.06.05	09:45:00	118491	118583	118136	118522	114293	340334	1
2020.06.05	10:00:00	118522	119227	118320	119123	156890	476167	1
2020.06.05	10:15:00	119116	119196	118743	118865	103248	302007	1
2020.06.05	10:30:00	118865	119447	118694	118926	156489	515582	1
2020.06.05	10:45:00	118926	118945	118081	118142	125357	408998	1
2020.06.05	11:00:00	118148	118436	117860	118026	129968	403395	1
2020.06.05	11:15:00	118019	118032	117235	117646	141095	486688	1
2020.06.05	11:30:00	117646	118099	117333	117872	108878	357569	1
2020.06.05	11:45:00	117872	118363	117829	118350	103705	331559	1
2020.06.05	12:00:00	118344	118528	117995	118117	89054	287295	1
2020.06.05	12:15:00	118130	118626	118019	118608	96704	304569	1
2020.06.05	12:30:00	118608	118663	117878	117940	91477	295297	1
2020.06.05	12:45:00	117934	118185	117854	118068	53713	169864	1
2020.06.05	13:00:00	118068	118234	117927	117977	59234	191144	1
2020.06.05	13:15:00	117983	117995	117652	117719	64315	222965	1
2020.06.05	13:30:00	117719	117958	117597	117713	61573	206302	1
2020.06.05	13:45:00	117713	117817	117621	117762	39421	140187	1
2020.06.05	14:00:00	117756	117842	117474	117517	61711	241417	1
2020.06.05	14:15:00	117523	117627	117253	117315	79928	274489	1
2020.06.05	14:30:00	117315	117351	116879	117174	82239	306475	1
2020.06.05	14:45:00	117174	117192	116702	116898	76708	254016	1
2020.06.05	15:00:00	116892	117315	116879	117002	83848	280269	1
2020.06.05	15:15:00	117002	117069	116732	117008	69791	249019	1
2020.06.05	15:30:00	117008	117094	116211	116665	100425	347308	1
2020.06.05	15:45:00	116659	116775	116254	116567	81863	292012	1
2020.06.05	16:00:00	116561	116683	116015	116095	80039	271803	1
2020.06.05	16:15:00	116101	116598	115960	116579	84168	283319	1
2020.06.05	16:30:00	116585	116628	116285	116426	67232	233738	1
2020.06.05	16:45:00	116426	116457	115985	116181	75596	267292	1
2020.06.05	17:00:00	116181	116205	115740	115825	66843	224734	1
2020.06.05	17:15:00	115819	115936	115740	115807	23163	78847	1
2020.06.05	17:30:00	115807	116267	115586	115746	57889	184218	1
2020.06.05	17:45:00	115758	116162	115733	115770	20562	63853	1
2020.06.08	09:00:00	117266	117793	117174	117327	85622	222842	1
2020.06.08	09:15:00	117327	117756	117309	117480	81061	222961	1
2020.06.08	09:30:00	117486	117566	117008	117309	118647	335198	1
2020.06.08	09:45:00	117309	117358	117057	117149	62805	179201	1
2020.06.08	10:00:00	117149	118099	117033	117927	179438	533471	1
2020.06.08	10:15:00	117934	117977	117321	117449	116050	334305	1
2020.06.08	10:30:00	117449	118148	117394	118044	196843	596610	1
2020.06.08	10:45:00	118050	118148	117731	118124	111193	364309	1
2020.06.08	11:00:00	118117	118265	117860	118050	99747	322701	1
2020.06.08	11:15:00	118050	118191	117744	117829	94591	302699	1
2020.06.08	11:30:00	117829	117946	117247	117780	138838	459762	1
2020.06.08	11:45:00	117780	118160	117731	118148	83115	278689	1
2020.06.08	12:00:00	118148	118645	118019	118632	109420	381718	1
2020.06.08	12:15:00	118632	118767	118412	118577	86592	297211	1
2020.06.08	12:30:00	118583	118638	118369	118516	62561	219285	1
2020.06.08	12:45:00	118516	118963	118485	118700	69585	247236	1
2020.06.08	13:00:00	118700	118926	118577	118583	66172	238018	1
